优先级,助手分层,是否需审核,桶,子类,API（助手显示名优先）,id,命名空间/类,方法,子方法,调用形态,文档availability(api.sqlite),助手availability,GP实测,UI实测,本次判定,运行时真名,运行时近似名,其它UI状态命中,助手标记未被官方lua使用,助手用法摘要,助手备注首条,助手人工验证,证据,建议动作
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct (Context),O-InputStruct,InputStruct,,,Colon (Instance),UI,UI,nil/不可判,nil/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,InputStruct 命名空间，包含 InputStruct 相关的子函数,,GP=nil/不可判　UI=nil/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetFlags(),Q-InputStructGetFlags,InputStruct,GetFlags,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,是,未在 lua 文件中找到此函数的使用,获取Flags,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetKey(),Q-InputStructGetKey,InputStruct,GetKey,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取当前按键事件的虚拟键码,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetMessageType(),Q-InputStructGetMessageType,InputStruct,GetMessageType,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取输入结构体的消息类型，用于判断按键事件类型或鼠标事件类型,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetMouseDX(),Q-InputStructGetMouseDX,InputStruct,GetMouseDX,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取鼠标在 X 轴方向的移动量,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetMouseDY(),Q-InputStructGetMouseDY,InputStruct,GetMouseDY,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取鼠标在 Y 轴上的移动增量（自上一帧以来）,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetTouchID(),Q-InputStructGetTouchID,InputStruct,GetTouchID,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取当前输入事件的触摸点唯一标识符,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetWheel(),Q-InputStructGetWheel,InputStruct,GetWheel,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取鼠标滚轮的滚动值,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetX(),Q-InputStructGetX,InputStruct,GetX,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取输入事件（鼠标点击、移动、触摸等）的屏幕 X 坐标,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:GetY(),Q-InputStructGetY,InputStruct,GetY,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 获取输入事件（鼠标或触摸）的屏幕 Y 坐标,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:IsAnyButtonDown(),Q-InputStructIsAnyButtonDown,InputStruct,IsAnyButtonDown,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,是,未在 lua 文件中找到此函数的使用,判断AnyButtonDown，返回 boolean,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:IsControlDown(),Q-InputStructIsControlDown,InputStruct,IsControlDown,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 判断 Control 键是否处于按下状态,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:IsLButtonDown(),Q-InputStructIsLButtonDown,InputStruct,IsLButtonDown,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 判断鼠标左键是否处于按下状态,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:IsMButtonDown(),Q-InputStructIsMButtonDown,InputStruct,IsMButtonDown,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 判断鼠标中键是否按下,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:IsRButtonDown(),Q-InputStructIsRButtonDown,InputStruct,IsRButtonDown,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 判断鼠标右键是否按下，用于 UI 输入处理器中检测右键操作,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需输入事件回调实参（UI 输入处理器触发时才有）,InputStruct:IsShiftDown(),Q-InputStructIsShiftDown,InputStruct,IsShiftDown,,Colon (Instance),UI,UI,ERR/不可判,ERR/不可判,无法验证：需输入事件回调实参（UI 输入处理器触发时才有）,,,,,,[作用] 判断 Shift 键在本次输入事件中是否按下,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem (Context),O-DiplomacyDealItem,DiplomacyDealItem,,,Colon (Instance),Both,Both,nil/不可判,nil/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,DiplomacyDealItem 命名空间，包含 DiplomacyDealItem 相关的子函数,,GP=nil/不可判　UI=nil/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetAmount(),Q-DiplomacyDealItemGetAmount,DiplomacyDealItem,GetAmount,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项目的金额,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetDuration(),Q-DiplomacyDealItemGetDuration,DiplomacyDealItem,GetDuration,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取 DiplomacyDealItem 的交易持续回合数,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetEnactedTurn(),Q-DiplomacyDealItemGetEnactedTurn,DiplomacyDealItem,GetEnactedTurn,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 返回交易生效时的游戏回合数,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetEndTurn(),Q-DiplomacyDealItemGetEndTurn,DiplomacyDealItem,GetEndTurn,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取外交协议项目的结束回合数,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetFromPlayerID(),Q-DiplomacyDealItemGetFromPlayerID,DiplomacyDealItem,GetFromPlayerID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项的提供方玩家ID,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetID(),Q-DiplomacyDealItemGetID,DiplomacyDealItem,GetID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项的唯一标识符,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetMaxAmount(),Q-DiplomacyDealItemGetMaxAmount,DiplomacyDealItem,GetMaxAmount,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取外交交易项可设置的最大数量，用于限制交易数量上限,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetMinAmount(),Q-DiplomacyDealItemGetMinAmount,DiplomacyDealItem,GetMinAmount,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,是,未在 lua 文件中找到此函数的使用,获取MinAmount,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetParameterValue(),Q-DiplomacyDealItemGetParameterValue,DiplomacyDealItem,GetParameterValue,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项中指定名称的参数值,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetParentID(),Q-DiplomacyDealItemGetParentID,DiplomacyDealItem,GetParentID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,是,未在 lua 文件中找到此函数的使用,获取ParentID,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetPlayerIDs(),Q-DiplomacyDealItemGetPlayerIDs,DiplomacyDealItem,GetPlayerIDs,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,是,未在 lua 文件中找到此函数的使用,获取PlayerIDs,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetSubType(),Q-DiplomacyDealItemGetSubType,DiplomacyDealItem,GetSubType,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项的子类型编号（枚举值），含义取决于交易项类型,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetSubTypeID(),Q-DiplomacyDealItemGetSubTypeID,DiplomacyDealItem,GetSubTypeID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,是,未在 lua 文件中找到此函数的使用,获取SubTypeID,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetSubTypeNameID(),Q-DiplomacyDealItemGetSubTypeNameID,DiplomacyDealItem,GetSubTypeNameID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项目子类型的本地化显示名称键,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetToPlayerID(),Q-DiplomacyDealItemGetToPlayerID,DiplomacyDealItem,GetToPlayerID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取 DiplomacyDealItem 交易项的接收方玩家 ID,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetType(),Q-DiplomacyDealItemGetType,DiplomacyDealItem,GetType,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易条目（DealItem）的类型ID，用于判断该条目属于哪种交易类型（金币、资源、协议等）,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetValueCategory(),Q-DiplomacyDealItemGetValueCategory,DiplomacyDealItem,GetValueCategory,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,是,未在 lua 文件中找到此函数的使用,获取ValueCategory,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetValueType(),Q-DiplomacyDealItemGetValueType,DiplomacyDealItem,GetValueType,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项目的值类型标识符,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetValueTypeID(),Q-DiplomacyDealItemGetValueTypeID,DiplomacyDealItem,GetValueTypeID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项的值类型标识符字符串,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（Deal 内条目）,DiplomacyDealItem:GetValueTypeNameID(),Q-DiplomacyDealItemGetValueTypeNameID,DiplomacyDealItem,GetValueTypeNameID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（Deal 内条目）,,,,,,[作用] 获取交易项目的值类型名称标识（本地化 key）,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
